"rent, rub/month",full_address,city,"price_per_sqm, rub/month","square, m^2",type,url
282744,Шейнкмана,Екатеринбург,2040,138,Универсальное помещение,https://ekaterinburg.n1.ru/view/115833762/?open_card_kn
295000,Татищева,Екатеринбург,2500,118,Универсальное помещение,https://ekaterinburg.n1.ru/view/115833763/?open_card_kn
155400,Краснолесья,Екатеринбург,1500,103,Универсальное помещение,https://ekaterinburg.n1.ru/view/115833756/?open_card_kn
12000,Новгородцевой,Екатеринбург,1500,8,Универсальное помещение,https://ekaterinburg.n1.ru/view/115833618/?open_card_kn
10000,Волчанский переулок,Екатеринбург,1428,7,Универсальное помещение,https://ekaterinburg.n1.ru/view/115833617/?open_card_kn
8000,Щорса,Екатеринбург,1600,5,Универсальное помещение,https://ekaterinburg.n1.ru/view/115833619/?open_card_kn
96000,Академика Вонсовского,Екатеринбург,1594,60,Универсальное помещение,https://ekaterinburg.n1.ru/view/113349648/?open_card_kn
162140,Косарева,Екатеринбург,550,294,Универсальное помещение,https://ekaterinburg.n1.ru/view/111892011/?open_card_kn
399000,Первомайская,Екатеринбург,959,416,Универсальное помещение,https://ekaterinburg.n1.ru/view/114418577/?open_card_kn
165600,Нагорная,Екатеринбург,2300,72,Универсальное помещение,https://ekaterinburg.n1.ru/view/115479787/?open_card_kn
250000,Успенский проспект,Екатеринбург,897,278,Универсальное помещение,https://ekaterinburg.n1.ru/view/114416251/?open_card_kn
140000,Первомайская,Екатеринбург,800,174,Универсальное помещение,https://ekaterinburg.n1.ru/view/115829799/?open_card_kn
660000,Добролюбова,Екатеринбург,1100,600,Универсальное помещение,https://ekaterinburg.n1.ru/view/114415381/?open_card_kn
124800,Амундсена,Екатеринбург,1600,78,Универсальное помещение,https://ekaterinburg.n1.ru/view/112527682/?open_card_kn
260000,Пархоменко,Екатеринбург,400,650,Универсальное помещение,https://ekaterinburg.n1.ru/view/110633568/?open_card_kn
300000,Индустриальная,Екатеринбург,71,4200,Универсальное помещение,https://ekaterinburg.n1.ru/view/115476770/?open_card_kn
