"rent, rub/month",full_address,city,"price_per_sqm, rub/month","square, m^2",type,url
113080,Краснопольский проспект,Челябинск,1171,96,Универсальное помещение,https://chelyabinsk.n1.ru/view/114718307/?open_card_kn
200000,Комарова,Челябинск,519,385,Универсальное помещение,https://chelyabinsk.n1.ru/view/114717194/?open_card_kn
275590,Энтузиастов,Челябинск,700,393,Универсальное помещение,https://chelyabinsk.n1.ru/view/115068505/?open_card_kn
78000,Ломоносова,Челябинск,1500,52,Универсальное помещение,https://chelyabinsk.n1.ru/view/115063951/?open_card_kn
590800,Коралловая,Челябинск,700,844,Универсальное помещение,https://chelyabinsk.n1.ru/view/113647704/?open_card_kn
287000,Коралловая,Челябинск,1000,287,Универсальное помещение,https://chelyabinsk.n1.ru/view/113647703/?open_card_kn
277650,Молодогвардейцев,Челябинск,450,617,Универсальное помещение,https://chelyabinsk.n1.ru/view/115410981/?open_card_kn
45000,Победы проспект,Челябинск,1071,42,Универсальное помещение,https://chelyabinsk.n1.ru/view/115764680/?open_card_kn
11000,Свободы,Челябинск,550,20,Универсальное помещение,https://chelyabinsk.n1.ru/view/111412520/?open_card_kn
167500,Победы проспект,Челябинск,500,335,Универсальное помещение,https://chelyabinsk.n1.ru/view/115406327/?open_card_kn
