"rent, rub/month",full_address,city,"price_per_sqm, rub/month","square, m^2",type,url
247000,"Комсомольский проспект, 118",Челябинск,449,550,Универсальное помещение,https://chelyabinsk.n1.ru/view/114429309/?open_card_kn
180000,"улица Артиллерийская, 117",Челябинск,529,340,Универсальное помещение,https://chelyabinsk.n1.ru/view/114428623/?open_card_kn
45000,"Победы проспект, 113",Челябинск,1071,42,Универсальное помещение,https://chelyabinsk.n1.ru/view/115842069/?open_card_kn
117000,"улица Университетская Набережная, 103",Челябинск,1258,93,Универсальное помещение,https://chelyabinsk.n1.ru/view/112540463/?open_card_kn
87480,"Ленина проспект, 4д",Челябинск,1350,64,Универсальное помещение,https://chelyabinsk.n1.ru/view/113726513/?open_card_kn
90000,"улица Трубников, 47",Челябинск,418,215,Универсальное помещение,https://chelyabinsk.n1.ru/view/114427497/?open_card_kn
233970,"Комсомольский проспект, 32",Челябинск,1100,212,Универсальное помещение,https://chelyabinsk.n1.ru/view/113726259/?open_card_kn
97000,"улица Академика Королева, 38",Челябинск,1000,97,Универсальное помещение,https://chelyabinsk.n1.ru/view/115492364/?open_card_kn
45000,"улица Школьная, 28",Челябинск,576,78,Универсальное помещение,https://chelyabinsk.n1.ru/view/110180330/?open_card_kn
200000,"Краснопольский проспект, 13г",Челябинск,2000,100,Универсальное помещение,https://chelyabinsk.n1.ru/view/111500686/?open_card_kn
625000,"улица 250-летия Челябинска, 27",Челябинск,2500,250,Универсальное помещение,https://chelyabinsk.n1.ru/view/113349858/?open_card_kn
75000,"Победы проспект, 21",Челябинск,815,92,Универсальное помещение,https://chelyabinsk.n1.ru/view/115833768/?open_card_kn
100000,"улица Красноуфимская, 30",Челябинск,500,200,Универсальное помещение,https://chelyabinsk.n1.ru/view/115833764/?open_card_kn
95000,"улица Академика Макеева, 34",Челябинск,1759,54,Универсальное помещение,https://chelyabinsk.n1.ru/view/115833765/?open_card_kn
120000,"улица Гагарина, 33",Челябинск,916,131,Универсальное помещение,https://chelyabinsk.n1.ru/view/115129986/?open_card_kn
360000,"Копейское шоссе, 56д",Челябинск,2000,180,Универсальное помещение,https://chelyabinsk.n1.ru/view/115129985/?open_card_kn
84000,"улица 70 лет Октября, 2а",Челябинск,700,120,Универсальное помещение,https://chelyabinsk.n1.ru/view/115129545/?open_card_kn
780000,"улица Свободы, 911а",Челябинск,1300,600,Универсальное помещение,https://chelyabinsk.n1.ru/view/114416902/?open_card_kn
105200,"Славы проспект, 1",Челябинск,1001,105,Универсальное помещение,https://chelyabinsk.n1.ru/view/114416647/?open_card_kn
120000,"улица Артиллерийская, 122",Челябинск,200,600,Универсальное помещение,https://chelyabinsk.n1.ru/view/114416519/?open_card_kn
